relative_path,major,path_category,category,factory,kind,action,file_size,modified_at,reason,absolute_path
室内照明/吸顶灯/瑞鑫/LC-H/Datasheet Ultra Slim Ceiling Light - LC-H - Wellux.pdf,室内照明,吸顶灯,吸顶灯,瑞鑫,spec,create,4361291,2025-04-23T07:51:43.330Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/瑞鑫/LC-H/Datasheet Ultra Slim Ceiling Light - LC-H - Wellux.pdf
室内照明/吸顶灯/唯唯/202403/高光效款/吸顶灯.pdf,室内照明,吸顶灯,吸顶灯,唯唯,other,create,458093,2024-01-19T01:34:26.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/唯唯/202403/高光效款/吸顶灯.pdf
室内照明/吸顶灯/唯唯/Haining Weimei Ceiling lamp - 20230828.pdf,室内照明,吸顶灯,吸顶灯,唯唯,certificate-report,create,2664675,2023-10-31T05:39:02.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/唯唯/Haining Weimei Ceiling lamp - 20230828.pdf
室内照明/吸顶灯/伊明特/2025 e-ctalogue.pdf,室内照明,吸顶灯,吸顶灯,伊明特,other,create,4051880,2025-03-24T09:51:07.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/伊明特/2025 e-ctalogue.pdf
室内照明/吸顶灯/逸亮 塑料吸顶灯/2025-catalogue-GYLED(1).pdf,室内照明,吸顶灯,吸顶灯,逸亮 塑料吸顶灯,catalog,create,8289105,2026-04-14T09:01:33.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/逸亮 塑料吸顶灯/2025-catalogue-GYLED(1).pdf
室内照明/吸顶灯/逸亮 塑料吸顶灯/WELLUX  2026-catalogue-Ceiling light (1).pdf,室内照明,吸顶灯,吸顶灯,逸亮 塑料吸顶灯,catalog,create,7640856,2026-04-14T09:01:11.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/逸亮 塑料吸顶灯/WELLUX  2026-catalogue-Ceiling light (1).pdf
室内照明/吸顶灯/逸亮 塑料吸顶灯/Wellux Ceiling Lamp 2025. 11. 07.pdf,室内照明,吸顶灯,吸顶灯,逸亮 塑料吸顶灯,certificate-report,create,1026181,2025-11-13T12:45:34.880Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/逸亮 塑料吸顶灯/Wellux Ceiling Lamp 2025. 11. 07.pdf
室内照明/吸顶灯/永和starlux/永和 starlux E-catalog 201310.pdf,室内照明,吸顶灯,吸顶灯,永和starlux,catalog,create,9819975,2024-02-21T05:41:57.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/永和starlux/永和 starlux E-catalog 201310.pdf
室内照明/吸顶灯/优林/优林照明2024图册.pdf,室内照明,吸顶灯,吸顶灯,优林,other,create,71841635,2024-05-11T07:58:37.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/优林/优林照明2024图册.pdf
室内照明/吸顶灯/优林/优林照明组合灯报价表（1）.pdf,室内照明,吸顶灯,吸顶灯,优林,quotation,create,581300,2024-05-16T02:17:16.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/优林/优林照明组合灯报价表（1）.pdf
室内照明/吸顶灯/优林/ceiling lamp catalogue.pdf,室内照明,吸顶灯,吸顶灯,优林,catalog,create,45578384,2024-10-08T13:02:47.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/吸顶灯/优林/ceiling lamp catalogue.pdf
室内照明/线条灯办公灯/博华/202304/博华的 5070 南美配置报价+ 3560 欧标的价格/3560 Model产品规格书模板-01.pdf,室内照明,线条灯办公灯,线条灯,博华,quotation,create,3834431,2023-08-21T07:15:31.000Z,文件名/路径含报价或价格关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/202304/博华的 5070 南美配置报价+ 3560 欧标的价格/3560 Model产品规格书模板-01.pdf
室内照明/线条灯办公灯/博华/202509/防水线条灯RAZ/Raz datasheet(1).pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,766280,2025-07-10T09:49:42.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/202509/防水线条灯RAZ/Raz datasheet(1).pdf
室内照明/线条灯办公灯/博华/202509/圆圈灯/Artemis Circular&Rectangle led light datasheet_V20250519.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,6578317,2025-11-10T03:09:05.050Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/202509/圆圈灯/Artemis Circular&Rectangle led light datasheet_V20250519.pdf
室内照明/线条灯办公灯/博华/202509/圆圈灯/Artemis datasheet.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,533122,2025-11-10T03:08:57.060Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/202509/圆圈灯/Artemis datasheet.pdf
室内照明/线条灯办公灯/博华/博华 20240531/Datasheet-[CC on off driver]-[BK-BEL009-B BEL013-B BEL018-A BEL022-A BEL040-C BEL042-A BEL050-A BEL060-A V3.6 EN](1).pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,1575327,2024-05-31T06:27:07.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 20240531/Datasheet-[CC on off driver]-[BK-BEL009-B BEL013-B BEL018-A BEL022-A BEL040-C BEL042-A BEL050-A BEL060-A V3.6 EN](1).pdf
室内照明/线条灯办公灯/博华/博华 20240531/Datasheet-[CC on off driver]-[BK-CWL009-B 013-B 018-B 022-B 030 040 050-B 060-B 080-B V3.3 EN] 42V .pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,2270818,2024-05-31T06:27:02.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 20240531/Datasheet-[CC on off driver]-[BK-CWL009-B 013-B 018-B 022-B 030 040 050-B 060-B 080-B V3.3 EN] 42V .pdf
室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/IP65 panel/IP65 Panel light Datasheet无.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,6974622,2022-12-26T05:43:08.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/IP65 panel/IP65 Panel light Datasheet无.pdf
室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/polar/polar.pdf,室内照明,线条灯办公灯,线条灯,博华,other,create,33541652,2022-12-26T07:35:40.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/polar/polar.pdf
室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/rhea/Rhea Model data sheet _new.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,4446406,2023-11-06T09:10:20.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 西欧产品线整理202403/rhea/Rhea Model data sheet _new.pdf
室内照明/线条灯办公灯/博华/博华 新品maya/MAYA linear light specification.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,391418,2023-03-15T05:33:01.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华 新品maya/MAYA linear light specification.pdf
室内照明/线条灯办公灯/博华/博华其余资料/2021 ZJESL catalogue(1).pdf,室内照明,线条灯办公灯,线条灯,博华,catalog,create,13850758,2022-04-21T07:23:05.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/2021 ZJESL catalogue(1).pdf
室内照明/线条灯办公灯/博华/博华其余资料/规格书/Wellux 6378 linear light datasheet.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,2654529,2023-08-25T09:55:37.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/规格书/Wellux 6378 linear light datasheet.pdf
室内照明/线条灯办公灯/博华/博华其余资料/规格书/Wellux LLR-A recessed led linear light data sheet.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,1372582,2023-08-25T10:00:22.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/规格书/Wellux LLR-A recessed led linear light data sheet.pdf
室内照明/线条灯办公灯/博华/博华其余资料/照片/塑壳 3年 质保电源/ZY-PGZSV24-ZG12中英文产品规格书.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,755213,2022-06-08T02:20:10.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/照片/塑壳 3年 质保电源/ZY-PGZSV24-ZG12中英文产品规格书.pdf
室内照明/线条灯办公灯/博华/博华其余资料/照片/塑壳 3年 质保电源/ZY-PGZSV40-ZE12中英文产品规格书.pdf,室内照明,线条灯办公灯,线条灯,博华,spec,create,643637,2022-06-08T02:18:47.000Z,文件名/路径含规格或参数关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/照片/塑壳 3年 质保电源/ZY-PGZSV40-ZE12中英文产品规格书.pdf
室内照明/线条灯办公灯/博华/博华其余资料/catalog-V3.pdf,室内照明,线条灯办公灯,线条灯,博华,catalog,create,1772549,2022-05-11T08:26:25.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/catalog-V3.pdf
室内照明/线条灯办公灯/博华/博华其余资料/Wellux LED Linear Light E-catalogue 2023.pdf,室内照明,线条灯办公灯,线条灯,博华,catalog,create,29913208,2023-01-11T05:42:14.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/博华/博华其余资料/Wellux LED Linear Light E-catalogue 2023.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/1. 线条灯中性目录&视频/线条灯产品目录.pdf,室内照明,线条灯办公灯,线条灯,东电,catalog,create,2958664,2022-11-21T02:29:52.000Z,文件名/路径含目录或画册关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/1. 线条灯中性目录&视频/线条灯产品目录.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/10W T 4000K 2023.3 AA.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1108648,2023-03-07T04:14:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/10W T 4000K 2023.3 AA.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/10W T 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1242564,2023-03-07T04:13:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/10W T 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/12W + 4000K 2023.3 CN.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1247102,2023-03-07T03:41:48.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/12W + 4000K 2023.3 CN.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/12W + 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1113231,2023-03-07T03:40:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/12W + 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/20W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1254015,2023-03-07T01:57:20.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/20W 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/20W 4000K EN 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1118756,2023-03-07T02:00:56.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/20W 4000K EN 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/30W 4000K 2023.3 CN.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1255164,2023-03-07T02:34:30.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/30W 4000K 2023.3 CN.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/30W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1119884,2023-03-07T02:32:32.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/30W 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/40W 4000K 2023.3 EN.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1120104,2023-03-07T03:07:56.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/40W 4000K 2023.3 EN.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/40W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1255408,2023-03-07T03:06:36.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/40W 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/8W L 4000K 2023.3 AA.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1247168,2023-03-07T04:46:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/8W L 4000K 2023.3 AA.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/8W L 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1113152,2023-03-07T04:45:30.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/3.光效100线条灯IES配光曲线报告/8W L 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/5. 线条灯安装说明/线条灯安装示意图-英文版.pdf,室内照明,线条灯办公灯,线条灯,东电,manual,create,1125011,2022-11-16T03:01:02.000Z,文件名/路径含说明书或安装关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/5. 线条灯安装说明/线条灯安装示意图-英文版.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/5. 线条灯安装说明/线条灯安装示意图-中文版.pdf,室内照明,线条灯办公灯,线条灯,东电,manual,create,678733,2022-10-31T03:34:30.000Z,文件名/路径含说明书或安装关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/佛山东电时代照明有限公司-线条灯资料/5. 线条灯安装说明/线条灯安装示意图-中文版.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/10W T 4000K 2023.3 AA.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1108648,2023-03-07T04:14:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/10W T 4000K 2023.3 AA.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/10W T 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1242564,2023-03-07T04:13:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/10W T 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/12W + 4000K 2023.3 CN.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1247102,2023-03-07T03:41:48.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/12W + 4000K 2023.3 CN.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/12W + 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1113231,2023-03-07T03:40:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/12W + 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/20W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1254015,2023-03-07T01:57:20.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/20W 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/20W 4000K EN 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1118756,2023-03-07T02:00:56.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/20W 4000K EN 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/30W 4000K 2023.3 CN.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1255164,2023-03-07T02:34:30.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/30W 4000K 2023.3 CN.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/30W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1119884,2023-03-07T02:32:32.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/30W 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/40W 4000K 2023.3 EN.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1120104,2023-03-07T03:07:56.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/40W 4000K 2023.3 EN.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/40W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1255408,2023-03-07T03:06:36.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/40W 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/50W.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,376701,2023-06-28T07:08:14.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/50W.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/8W L 4000K 2023.3 AA.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1247168,2023-03-07T04:46:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/8W L 4000K 2023.3 AA.pdf
室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/8W L 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1113152,2023-03-07T04:45:30.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/佛山东电时代照明有限公司-线条灯资料/IES Test Report-All/8W L 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/给南美客户/LED Linear Light LLS-B - Wellux - 202307.pdf,室内照明,线条灯办公灯,线条灯,东电,other,create,685852,2023-07-11T07:50:22.000Z,文件名/路径未命中明确分类关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/给南美客户/LED Linear Light LLS-B - Wellux - 202307.pdf
室内照明/线条灯办公灯/东电/202304/IES Reports/10W T 4000K 2023.3 AA.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1108648,2023-03-07T04:14:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/IES Reports/10W T 4000K 2023.3 AA.pdf
室内照明/线条灯办公灯/东电/202304/IES Reports/12W X 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1113231,2023-03-07T03:40:22.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/IES Reports/12W X 4000K 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/IES Reports/20W 4000K EN 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1118756,2023-03-07T02:00:56.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/IES Reports/20W 4000K EN 2023.3.pdf
室内照明/线条灯办公灯/东电/202304/IES Reports/30W 4000K 2023.3.pdf,室内照明,线条灯办公灯,线条灯,东电,certificate-report,create,1119884,2023-03-07T02:32:32.000Z,文件名/路径含证书、检测或报告关键词,/Volumes/My Passport/AI 报价/各家工厂最新报价汇总/室内照明/线条灯办公灯/东电/202304/IES Reports/30W 4000K 2023.3.pdf
