path,category,factory,classification,reason,estimated_products
室内照明/小面板灯/中千 塑料 小面板灯/工厂报价/看这份 是最新的/汇孚2023年8月17日EMC线性全塑筒灯报价单(1) 只过EMC.xlsx,面板灯,中千 塑料 小面板灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,30
室内照明/小面板灯/中千 塑料 小面板灯/工厂报价/看这份 是最新的/汇孚2023年8月30日起全塑小面板战斗款报价单(1).xlsx,面板灯,中千 塑料 小面板灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,30
室内照明/小面板灯/中千 塑料 小面板灯/工厂报价/看这份 是最新的/汇孚2023年8月30日全塑ERP小面板报价单(1).xlsx,面板灯,中千 塑料 小面板灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,30
室内照明/小面板灯/中千 塑料 小面板灯/核价Wellux Quotation of Plastic LED Panel - 2022-1-26 ERP + Standard.xlsx,面板灯,中千 塑料 小面板灯,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,20
室内照明/小面板灯/中千 塑料 小面板灯/中千 新品 太阳能系列和三防灯/汇孚三防灯报价单2022年5月24日.xlsx,面板灯,中千 塑料 小面板灯,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,17
室内照明/小面板灯/中千 塑料 小面板灯/Wellux Quotation of DOB Plastic Led Panel -2021-12-15.xlsx,面板灯,中千 塑料 小面板灯,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,20
室内照明/小面板灯/中千 塑料 小面板灯/Wellux Quotation of led panel-2022-1-10 new ERP.xlsx,面板灯,中千 塑料 小面板灯,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,22
室内照明/台灯/佛山森赛/低压蘑菇充电台灯报价致-汇孚 佛山森赛 2025.4.28 指导价.xlsx,台灯,佛山森赛,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,9
室内照明/台灯/核价/核价 - 刘林姐发 WELLUX TABLE LAMP QUOTATION_2022.11.08.xls,台灯,核价,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,9
室内照明/台灯/核价/核价- WELLUX TABLE LAMP QUOTATION_20231229.xls,台灯,核价,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,3
室内照明/台灯/核价/无极调光台灯（嘉兴宝珑)报价确认版 20221107.xlsx,台灯,核价,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,4
室内照明/台灯/核价/LED Table Lamp Quotation - Wellux 20230207.xlsx,台灯,核价,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,8
室内照明/台灯/核价/To Deni - LED Table Lamp Quotation - Wellux 20230208.xls,台灯,核价,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,9
室内照明/台灯/核价/To Lambario- LED Table Lamp Quotation - Wellux 20230208.xls,台灯,核价,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,9
室内照明/台灯/嘉尔报价/杭州汇孚台灯报价表.xlsx,台灯,嘉尔报价,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,8
室内照明/台灯/临海吉多仕/JUNIS-样品清单 20250320.xlsx,台灯,临海吉多仕,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,8
室内照明/台灯/普尔特/Quotation of PE outdoor lamp 2023-12-27.xlsx,台灯,普尔特,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,117
室内照明/台灯/普尔特/Quotation of Solar Lamp artificial rattan_2023.12.27.xlsx,台灯,普尔特,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,119
室内照明/筒灯/光极/灯具报价单-信业/户外/插地灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,13
室内照明/筒灯/光极/灯具报价单-信业/户外/地脚灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,7
室内照明/筒灯/光极/灯具报价单-信业/户外/埋地灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
室内照明/筒灯/光极/灯具报价单-信业/户外/水底灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,65
室内照明/筒灯/光极/灯具报价单-信业/户外/泳池灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,29
室内照明/筒灯/光极/灯具报价单-信业/室内/防眩筒灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,42
室内照明/筒灯/光极/灯具报价单-信业/室内/无主灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,25
室内照明/筒灯/光极/灯具报价单-信业/室内/COB筒灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,61
室内照明/筒灯/光极/灯具报价单-信业/室内/SMD筒灯--报价表 光极.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,46
室内照明/筒灯/光极/光极 IP65筒灯二代 通用报价单 2025.10.xls,筒灯,光极,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,15
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/核价中高端 筒灯Wellux Quotation of led downlight 20220808(2) 林姐给.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/LED Downlight LD-C Quotation - Wellux - 202208.xlsx,筒灯,光极,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,8
室内照明/筒灯/光极/光极+ 普照 - 中高端防水筒灯/To HTF - IP65 LED Downlight LD-C Quotation - Wellux - 20220824.xlsx,筒灯,光极,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,8
室内照明/筒灯/光极/光极ip65筒灯2023.10.11 有降价.xlsx,筒灯,光极,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,6
室内照明/筒灯/光极/光极TH双拨天花射灯通用报价单 2025.5.10.xlsx,筒灯,光极,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,9
室内照明/筒灯/合力筒灯-2024.11.15(1).xlsx,筒灯,合力筒灯-2024.11.15(1).xlsx,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,2
室内照明/筒灯/恒百利/恒百利2.5 3.5寸天花灯报价2023.3.23.xlsx,筒灯,恒百利,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
室内照明/筒灯/恒百利/三件套 海萊款-筒灯-高光效-列报价-9.20.xlsx,筒灯,恒百利,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,16
室内照明/筒灯/恒百利/三件套 海萊款筒灯80lm系列报价单 2025.9.5.xlsx,筒灯,恒百利,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,81
室内照明/筒灯/极峰/天花灯薄款报价-极峰202406.xls,筒灯,极峰,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
室内照明/筒灯/科蒲尔 2024年常规主推产品资料及价格20240409.xlsx,筒灯,科蒲尔 2024年常规主推产品资料及价格20240409.xlsx,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,36
室内照明/筒灯/力音/2023年3月天花支架报价表.xlsx,筒灯,力音,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,20
室内照明/筒灯/力音/2506A压铸深防眩正发光筒灯.2023.xlsx,筒灯,力音,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,22
室内照明/筒灯/力音/力音4415和4418系列天花灯筒灯报价.2023.02.xlsx,筒灯,力音,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,52
室内照明/筒灯/力音/力音4416款式COB压铸铝筒灯最新报价.2022.03.xlsx,筒灯,力音,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,10
室内照明/筒灯/力音/力音4418D新款深筒防眩射灯产品报价.2023.02.xlsx,筒灯,力音,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,19
室内照明/筒灯/力音/力音4419深炫反光杯压铸铝筒灯最新报价.2022.03.xlsx,筒灯,力音,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,10
室内照明/筒灯/力音/力音象鼻灯报价.2023.05.05.xlsx,筒灯,力音,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,11
室内照明/筒灯/力音/力音新款4420深防眩筒灯报价.2023.02.xlsx,筒灯,力音,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,20
室内照明/筒灯/力音/力音正面发光玻璃面盖筒灯报价.2023.05.05.xlsx,筒灯,力音,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,39
室内照明/筒灯/林姐 发 -筒灯 波兰客户报价(2).xls,筒灯,林姐 发 -筒灯 波兰客户报价(2).xls,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,119
室内照明/筒灯/玲玲发 核算！-PP筒灯价格对比 20250912.xlsx,筒灯,玲玲发 核算！-PP筒灯价格对比 20250912.xlsx,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,26
室内照明/筒灯/刘林姐给COB深防眩筒灯报价单 铁皮的 含税加10%.xlsx,筒灯,刘林姐给COB深防眩筒灯报价单 铁皮的 含税加10%.xlsx,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,10
室内照明/筒灯/美莱德/坎灯报价单-all.xls,筒灯,美莱德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,83
室内照明/筒灯/美莱德/美莱德明装格栅斗胆灯报价单 2018.xls,筒灯,美莱德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
室内照明/筒灯/美莱德/美莱德压铸铝筒灯报价单2023.10.xlsx,筒灯,美莱德,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,5
室内照明/筒灯/美莱德/美莱德LED南美筒灯报价单 - 2023.10.xls,筒灯,美莱德,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,13
室内照明/筒灯/美莱德/Spot fixture with GU10 socket-QUOTATION -WELFULL.xlsx,筒灯,美莱德,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,12
室内照明/筒灯/欧诺 创亮/202410/欧诺 小天花射灯报价-OXNLED202410.xlsx,筒灯,欧诺 创亮,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,14
室内照明/筒灯/欧诺 创亮/202410/欧诺 CCT3色-拨码开关天花报价单5W 7W 10W-2024-5.xlsx,筒灯,欧诺 创亮,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,5
室内照明/筒灯/欧诺 创亮/欧诺 涂鸦和拨码开关天花筒灯/拨码开关-天花筒灯报价单2022-8月份.xlsx,筒灯,欧诺 创亮,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,8
室内照明/筒灯/欧诺 创亮/欧诺 涂鸦和拨码开关天花筒灯/RGB5路智能涂鸦-天花筒灯报价单2022-8月份.xlsx,筒灯,欧诺 创亮,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,4
室内照明/筒灯/欧诺 创亮/欧诺天花射灯  - 样品单 汇孚小郑.xlsx,筒灯,欧诺 创亮,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,25
室内照明/筒灯/欧诺 创亮/欧诺天花射灯报价单2023-2月份 矮款.xlsx,筒灯,欧诺 创亮,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,25
室内照明/筒灯/欧诺 创亮/欧诺小天花射灯报价单-2023.10.11.xlsx,筒灯,欧诺 创亮,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
室内照明/筒灯/欧诺 创亮/天花射灯报价单2023-2月份 高款.xlsx,筒灯,欧诺 创亮,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,24
室内照明/筒灯/欧诺 创亮/新款天花灯防眩光价格表 创亮 202305.xlsx,筒灯,欧诺 创亮,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
室内照明/筒灯/普照/2026-4/普照 26年4月汇孚广交会筒射灯报价表26.04.2.xlsx,筒灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
室内照明/筒灯/普照/2026-4/普照-筒灯报价表-260414-汇孚.xlsx,筒灯,普照,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
室内照明/筒灯/鑫曼城/保时捷款非隔离宽压报价2025.7.xlsx,筒灯,鑫曼城,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
室内照明/筒灯/鑫曼城/鑫曼城-筒灯报价单2024.4.9.xlsx,筒灯,鑫曼城,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,16
室内照明/筒灯/鑫曼城/鑫曼城～太阳花筒灯报价2024.8.14.xlsx,筒灯,鑫曼城,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,15
室内照明/筒灯/一群狼/202303黑金筒灯参数报价表(含税).xlsx,筒灯,一群狼,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,7
室内照明/筒灯/一群狼/202510合金小筒灯报价含税.xls,筒灯,一群狼,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,9
室内照明/筒灯/一群狼/全塑高身款筒灯价格参数表（含税）.xlsx,筒灯,一群狼,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,5
室内照明/筒灯/一群狼/一群狼 2025.06塑包铝拨码筒灯报价表(2).xls,筒灯,一群狼,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,4
室内照明/筒灯/优博/202308更新/优博YB01天花灯报价.xlsx,筒灯,优博,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,22
室内照明/筒灯/优博/202308更新/优博YB02-CCT调光调色天花灯报价.xlsx,筒灯,优博,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,13
室内照明/筒灯/优博/202308更新/优博YB05暗装防眩光报价单更新.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
室内照明/筒灯/优博/202310/优博线性旋转YB03CCT系列天花灯报价单.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,16
室内照明/筒灯/优博/202310/优博YB02-CCT调光调色天花灯报价2023.9.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,13
室内照明/筒灯/优博/202310/优博YB03系列旋转CCT天花灯报价单更新2023.9.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
室内照明/筒灯/优博/202310/优博YB03DOB宽压天花灯报价-任斌2023.9.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,15
室内照明/筒灯/优博/202310/优博YB05暗装防眩光报价单更新9.18.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
室内照明/筒灯/优博/202310/优博YB05明装天花灯报价单更新9.18.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
室内照明/筒灯/优博/202310/优博YB07-CCT宽压PP筒灯-报价.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,21
室内照明/筒灯/优博/202510/优博产品报价总表.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,27
室内照明/筒灯/优博/广交会20230415价格/优博YB01天花灯报价.xlsx,筒灯,优博,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,23
室内照明/筒灯/优博/广交会20230415价格/优博YB05暗装防眩光报价单.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,9
室内照明/筒灯/优博/广交会20230415价格/优博YB05明装筒灯报价单.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,6
室内照明/筒灯/优博/广交会20230415价格/CCT筒灯天花灯/优博CCT筒灯报价.xlsx,筒灯,优博,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,7
室内照明/吸顶灯/艾本/AIBEN PRICE#B110Juliet -beauty 20231009.xlsx,吸顶灯,艾本,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,13
室内照明/吸顶灯/超腾/杭州汇浮史小姐报价单2024.2.21.xlsx,吸顶灯,超腾,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,4
室内照明/吸顶灯/弘跃/报价单/20504/Ceiling Light 2022-X09 15-24-36非隔离过认证10-10 (1).xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,18
室内照明/吸顶灯/弘跃/报价单/20504/Ceiling Light 2022-X09 线性CB不过谐波20-30-40-50--23231006 (1).xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,16
室内照明/吸顶灯/弘跃/报价单/20504/E款报价 -2025(XGZ）+.xlsx,吸顶灯,弘跃,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,17
室内照明/吸顶灯/弘跃/报价单/20504/X02-2025-(0520).xlsx,吸顶灯,弘跃,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,9
室内照明/吸顶灯/弘跃/报价单/20504/X05N款和X06N款2025(XGZ）+.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,18
室内照明/吸顶灯/弘跃/报价单/20504/X10款-2025(XGZ）+.xlsx,吸顶灯,弘跃,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,30
室内照明/吸顶灯/弘跃/报价单/20504/X12款-2025(XGZ）+.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,15
室内照明/吸顶灯/弘跃/报价单/20504/X17款2024-6新价 -（0709跟新）.xlsx,吸顶灯,弘跃,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,5
室内照明/吸顶灯/弘跃/报价单/20504/X18款-2025(XGZ）+.xlsx,吸顶灯,弘跃,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,26
室内照明/吸顶灯/弘跃/报价单/20504/X19.xlsx,吸顶灯,弘跃,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,12
室内照明/吸顶灯/弘跃/报价单/弘跃2023新价格 0228.xls,吸顶灯,弘跃,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,9
室内照明/吸顶灯/弘跃/报价单/E系列报价单 最新 230903.xls,吸顶灯,弘跃,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,22
室内照明/吸顶灯/弘跃/报价单/LC-E 最新价格 PC合成料 202309.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,8
室内照明/吸顶灯/弘跃/报价单/LC-E X05-20240803杭州汇付徐玲玲2.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,9
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/弘跃双色款 Ceiling Light 2022-X09 非隔离过认证20-30-40.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,18
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/Ceiling Light 2022-X09 15-24-36非隔离过认证10-10.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,18
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/Ceiling Light 2022-X09 非隔离过认证12-18-24.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,18
室内照明/吸顶灯/弘跃/报价单/LC-G款 X09/Ceiling Light 2022-X09 线性CB不过谐波20-30-40-50--23231006.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,15
室内照明/吸顶灯/弘跃/报价单/X08-20wV6.0报价0826-光效1202023-1010.xlsx,吸顶灯,弘跃,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,13
室内照明/吸顶灯/弘跃/报价单/X10款2023新价 (汇孚最低促销价格).xlsx,吸顶灯,弘跃,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,21
室内照明/吸顶灯/弘跃/报价单/X12款2023新价2023-7-28.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,7
室内照明/吸顶灯/弘跃/报价单/X14款2024新价.xlsx,吸顶灯,弘跃,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,15
室内照明/吸顶灯/弘跃/报价单/X17款2023新价.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,5
室内照明/吸顶灯/弘跃/报价单/XE款最新报价20230307.xlsx,吸顶灯,弘跃,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,21
室内照明/吸顶灯/嘉尔/嘉尔皓月吸顶灯250626.xlsx,吸顶灯,嘉尔,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,13
室内照明/吸顶灯/嘉尔/嘉尔吸顶灯 LC-E报价.xlsx,吸顶灯,嘉尔,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,12
室内照明/吸顶灯/金灿/金灿 25年10月  CE  IP54  PP 吸顶灯 - AAA(1) 2026涨价7%.xls,吸顶灯,金灿,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,18
室内照明/吸顶灯/金灿/金灿 25年11月  CE  拨码 CCT LED吸顶灯 2026涨价5%.xls,吸顶灯,金灿,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,61
室内照明/吸顶灯/锦润/汇孚集团(2).xlsx11-5 马卡龙款 LC-F.xlsx,吸顶灯,锦润,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,9
室内照明/吸顶灯/锦润/锦润 报价 汇浮12-11 画册.xlsx,吸顶灯,锦润,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,11
室内照明/吸顶灯/京禧/京禧智能照明 感应灯系列2024年2月21日 报价.xlsx,吸顶灯,京禧,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,16
室内照明/吸顶灯/巨轮/巨轮报价单 (2).xlsx,吸顶灯,巨轮,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,30
室内照明/吸顶灯/力音/铝材天境灯中文报价单.xlsx,吸顶灯,力音,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,18
室内照明/吸顶灯/力音/天镜灯2513中文报价单.xlsx,吸顶灯,力音,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,17
室内照明/吸顶灯/力音/RMB Price 2512 Quotation 力音.xlsx,吸顶灯,力音,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,16
室内照明/吸顶灯/美迪森 原深派徐总在 说资金也一般/美迪森报价 202405.xlsx,吸顶灯,美迪森 原深派徐总在 说资金也一般,enrichment-only,无可靠 RMB 价，但有型号和规格/参数/图片信号,38
室内照明/吸顶灯/宁波广辉/工厂报价 202406/超薄吸顶灯报价单-PB全系列 2024.xlsx,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
室内照明/吸顶灯/宁波广辉/工厂报价 202406/多功能快装IP44吸顶灯报价单- SF300全系列2024.xlsx,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,7
室内照明/吸顶灯/宁波广辉/工厂报价202211/超薄吸顶灯报价单-PP全系列 20221109 最新.xlsx,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
室内照明/吸顶灯/宁波广辉/工厂报价202211/超薄吸顶灯报价单-PP全系列-Wellux-广辉.xlsx,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,11
室内照明/吸顶灯/宁波广辉/工厂报价202211/超薄ST吸顶灯报价单-全系列 20221109 最新.xlsx,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
"室内照明/吸顶灯/宁波广辉/广博 超薄吸顶灯报价单-PP ST系列(Apr, 2023) 0423.xlsx",吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
室内照明/吸顶灯/宁波广辉/广辉 新品防水吸顶灯/防水吸顶灯报价单-PT全系列-预核价.xlsx,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,10
室内照明/吸顶灯/宁波广辉/核价/核价led ceiling lamp quotation-Welfull-20220907(1).xls,吸顶灯,宁波广辉,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,9
室内照明/吸顶灯/宁波广辉/核价/PP LED Ceiling Lamp Quotation- Wellux 20221107.xlsx,吸顶灯,宁波广辉,enrichment-only,发现 USD/FOB 客户价，不作为工厂采购价导入，可用于补规格/图片,5
室内照明/吸顶灯/瑞盛达/2025年1 月价格更新/净化灯报价单10.14.xlsx,吸顶灯,瑞盛达,needs-review,有价格/型号/表头迹象，但 RMB 价格语义或结构不够明确,2
室内照明/吸顶灯/瑞盛达/2025年1 月价格更新/欧标双拨码模组吸顶灯报价单12.01.xlsx,吸顶灯,瑞盛达,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,6
室内照明/吸顶灯/瑞盛达/2025年1 月价格更新/瑞盛达朗月系列三防灯报价单12.27(高瑞).xls,吸顶灯,瑞盛达,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,8
室内照明/吸顶灯/瑞盛达/2025年1 月价格更新/三防支架报价单12月.xlsx,吸顶灯,瑞盛达,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,6
室内照明/吸顶灯/瑞盛达/2025年10月/80W遥控CE吸顶灯报价单9.05.xlsx,吸顶灯,瑞盛达,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,4
室内照明/吸顶灯/瑞盛达/2025年10月/侧发光塑料吸顶灯报价单10.09.xlsx,吸顶灯,瑞盛达,likely-importable,发现疑似表头、型号列和 RMB/人民币/含税/核价价格列,12
